,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins
FLORIDA-INTERNATIONAL,FLORIDA-INTERNATIONAL,0.603,0.3856,4,0,0.11800000000000001,0.1104,0.6544,0.525,1.4624,0.438,0.64,0.268,0.392,0.686,0.2688,0.184,1,7,5,103.1,0.265,0.2304,0.525,0.304,0.09300000000000001,0.0688,0.64,0.451,1.4512,0.399,0.5792,0.31,0.4496,0.68,0.3056,0.211,0.29600000000000004,0.2752,0.36,1.6144,0.096,0.168,0.356,0.5168,0.291,0.1504,0.9344,0.459,0.4288,0.508,0.9152,0.485,0.17600000000000002,0.3552,70.0,0.3872,1.8048,-3.47,0.102,0.1792,-6.01,0.493,0.7216,0.355,0.256,0.7408,0.518,0.384,0.49200000000000005,0.8848,0.547,0.171,0.3392,0.667,10
FLORIDA-STATE,FLORIDA-STATE,0.526,0.3433628318584071,3,1,0.149,0.1168141592920354,0.6106194690265486,0.502,1.4778761061946903,0.442,0.6530973451327433,0.314,0.46371681415929206,0.702,0.3256637168141593,0.22,1,6,5,103.2,0.312,0.27964601769911507,0.539,0.3185840707964602,0.071,0.06725663716814159,0.6159292035398231,0.496,1.4,0.422,0.5911504424778761,0.302,0.4230088495575221,0.695,0.2938053097345133,0.21,0.294,0.25486725663716814,0.40176991150442476,1.6831858407079645,0.085,0.1486725663716814,0.439,0.6141592920353982,0.337,0.20707964601769913,0.7858407079646018,0.489,0.384070796460177,0.494,0.8707964601769912,0.526,0.20600000000000002,0.41415929203539825,70.1,0.4247787610619469,1.808849557522124,9.81,0.139,0.24424778761061947,4.73,0.36,0.5327433628318584,0.332,0.17699115044247787,0.9451327433628318,0.504,0.4761061946902655,0.506,0.8902654867256637,0.533,0.162,0.3274336283185841,0.643,9
FLORIDA,FLORIDA,0.519,0.3233333333333333,2,0,0.149,0.145,0.5983333333333334,0.489,1.4683333333333333,0.425,0.6233333333333333,0.368,0.54,0.701,0.37833333333333335,0.258,3,6,6,104.0,0.342,0.32166666666666666,0.428,0.25833333333333336,0.10800000000000001,0.09166666666666666,0.62,0.483,1.3733333333333333,0.439,0.6033333333333334,0.285,0.39166666666666666,0.66,0.25833333333333336,0.188,0.278,0.23,0.45,1.585,0.114,0.19833333333333333,0.291,0.4,0.3,0.12,0.9733333333333334,0.497,0.48333333333333334,0.48,0.85,0.508,0.212,0.42,69.8,0.385,1.815,14.32,0.13699999999999998,0.23833333333333334,5.12,0.425,0.6233333333333333,0.305,0.19,0.845,0.513,0.43333333333333335,0.52,0.92,0.526,0.163,0.33666666666666667,0.6,9
FORDHAM,FORDHAM,0.506,0.30689655172413793,2,2,0.102,0.09827586206896552,0.6706896551724137,0.483,1.4517241379310344,0.418,0.6068965517241379,0.334,0.4844827586206897,0.73,0.35344827586206895,0.243,1,5,5,100.5,0.263,0.23620689655172414,0.44799999999999995,0.27413793103448275,0.09300000000000001,0.07758620689655173,0.6603448275862069,0.477,1.4379310344827587,0.426,0.6120689655172413,0.294,0.4224137931034483,0.657,0.2775862068965517,0.193,0.256,0.23103448275862068,0.46206896551724136,1.65,0.081,0.1413793103448276,0.332,0.47758620689655173,0.31,0.1482758620689655,0.9603448275862069,0.483,0.46379310344827585,0.496,0.8913793103448275,0.503,0.17300000000000001,0.3431034482758621,69.9,0.41551724137931034,1.7551724137931035,-0.51,0.107,0.18620689655172415,-4.87,0.423,0.6137931034482759,0.306,0.1879310344827586,0.8379310344827586,0.5,0.4189655172413793,0.504,0.906896551724138,0.522,0.151,0.2982758620689655,0.643,9
FRESNO-STATE,FRESNO-STATE,0.511,0.31,4,1,0.096,0.06833333333333333,0.615,0.502,1.365,0.444,0.6066666666666667,0.292,0.3983333333333333,0.736,0.29333333333333333,0.215,0,8,4,106.1,0.307,0.24666666666666667,0.485,0.23833333333333334,0.049,0.041666666666666664,0.5566666666666666,0.465,1.2433333333333334,0.395,0.49166666666666664,0.271,0.33666666666666667,0.713,0.24,0.193,0.218,0.17166666666666666,0.42,1.3966666666666667,0.079,0.12333333333333334,0.425,0.5283333333333333,0.328,0.17333333333333334,0.715,0.445,0.31833333333333336,0.45799999999999996,0.7283333333333334,0.498,0.19699999999999998,0.3433333333333333,62.8,0.37,1.665,10.16,0.10400000000000001,0.16333333333333333,0.09,0.374,0.51,0.31,0.15833333333333333,0.855,0.524,0.4483333333333333,0.542,0.8616666666666667,0.536,0.14300000000000002,0.25833333333333336,0.733,11
FURMAN,FURMAN,0.637,0.42953020134228187,5,4,0.085,0.08187919463087248,0.614765100671141,0.557,1.4604026845637583,0.461,0.6738255033557047,0.244,0.35704697986577183,0.726,0.25906040268456376,0.177,1,8,6,110.4,0.26,0.2174496644295302,0.507,0.33557046979865773,0.099,0.07248322147651007,0.6187919463087248,0.507,1.4684563758389262,0.451,0.661744966442953,0.207,0.3046979865771812,0.74,0.22550335570469798,0.154,0.259,0.21476510067114093,0.3476510067114094,1.7140939597315437,0.09699999999999999,0.1651006711409396,0.346,0.508724832214765,0.325,0.1651006711409396,0.959731543624161,0.517,0.4966442953020134,0.5,0.8335570469798658,0.531,0.163,0.31409395973154364,68.4,0.3302013422818792,1.887248322147651,4.01,0.121,0.20671140939597316,-0.52,0.501,0.7315436241610739,0.383,0.28053691275167786,0.7288590604026846,0.54,0.3932885906040268,0.5,0.8322147651006712,0.579,0.153,0.2953020134228188,0.667,12
GARDNER-WEBB,GARDNER-WEBB,0.536,0.3640625,6,2,0.157,0.134375,0.7140625,0.529,1.46875,0.463,0.6796875,0.282,0.4140625,0.698,0.2890625,0.197,1,7,7,103.0,0.264,0.228125,0.514,0.290625,0.079,0.06875,0.6375,0.447,1.4484375,0.391,0.565625,0.343,0.496875,0.695,0.3453125,0.238,0.23800000000000002,0.2234375,0.4140625,1.640625,0.09300000000000001,0.165625,0.409,0.5921875,0.277,0.1640625,0.85625,0.469,0.4015625,0.47700000000000004,0.8609375,0.487,0.17,0.3453125,71.6,0.4625,1.8421875,-1.45,0.105,0.1875,-3.14,0.404,0.59375,0.326,0.19375,0.875,0.555,0.4859375,0.523,0.9421875,0.553,0.168,0.3359375,0.563,9
GEORGE-MASON,GEORGE-MASON,0.556,0.35384615384615387,2,2,0.109,0.08846153846153847,0.6615384615384615,0.546,1.3923076923076922,0.457,0.6365384615384615,0.294,0.4096153846153846,0.704,0.28846153846153844,0.207,1,5,6,105.7,0.256,0.20384615384615384,0.48700000000000004,0.2826923076923077,0.08900000000000001,0.06346153846153846,0.5923076923076923,0.489,1.3865384615384615,0.419,0.5807692307692308,0.29,0.40192307692307694,0.746,0.3,0.216,0.215,0.18076923076923077,0.4230769230769231,1.6557692307692307,0.096,0.16346153846153846,0.416,0.5769230769230769,0.337,0.19423076923076923,0.8096153846153846,0.477,0.38653846153846155,0.47200000000000003,0.7730769230769231,0.525,0.17,0.3230769230769231,68.4,0.40192307692307694,1.8076923076923077,5.83,0.084,0.14423076923076922,-0.25,0.486,0.676923076923077,0.364,0.24615384615384617,0.7153846153846154,0.546,0.3903846153846154,0.528,0.8653846153846154,0.57,0.166,0.3153846153846154,0.538,7
GEORGE-WASHINGTON,GEORGE-WASHINGTON,0.447,0.2714285714285714,5,0,0.125,0.12321428571428572,0.6035714285714285,0.459,1.4892857142857143,0.408,0.6071428571428571,0.241,0.35892857142857143,0.647,0.23214285714285715,0.156,3,3,10,90.7,0.25,0.23392857142857143,0.503,0.325,0.098,0.09464285714285714,0.7017857142857142,0.489,1.4821428571428572,0.436,0.6464285714285715,0.311,0.4607142857142857,0.733,0.3375,0.228,0.321,0.2857142857142857,0.36607142857142855,1.7857142857142858,0.09699999999999999,0.17142857142857143,0.333,0.4928571428571429,0.315,0.15535714285714286,0.9892857142857143,0.496,0.49107142857142855,0.541,0.9875,0.525,0.171,0.35,70.5,0.45535714285714285,1.6,-9.04,0.105,0.18571428571428572,-1.61,0.35,0.5214285714285715,0.295,0.15357142857142858,0.9678571428571429,0.469,0.45357142857142857,0.45899999999999996,0.8375,0.482,0.168,0.3357142857142857,0.286,4
GEORGETOWN,GEORGETOWN,0.519,0.3458333333333333,1,0,0.12300000000000001,0.11666666666666667,0.7,0.497,1.55,0.43,0.6666666666666666,0.32,0.49583333333333335,0.718,0.35625,0.23,3,6,6,103.3,0.33299999999999996,0.31875,0.583,0.4083333333333333,0.10400000000000001,0.10416666666666667,0.6395833333333333,0.51,1.5979166666666667,0.438,0.7,0.226,0.36041666666666666,0.653,0.23541666666666666,0.147,0.268,0.25625,0.42083333333333334,1.8645833333333333,0.10099999999999999,0.18541666666666667,0.405,0.6479166666666667,0.354,0.22916666666666666,0.95,0.496,0.4708333333333333,0.46799999999999997,0.8958333333333334,0.527,0.158,0.33125,73.5,0.3854166666666667,1.8979166666666667,2.37,0.096,0.17708333333333334,1.03,0.353,0.5479166666666667,0.38,0.20833333333333334,1.0020833333333334,0.457,0.4583333333333333,0.532,1.01875,0.531,0.16899999999999998,0.3625,0.5,6
GEORGIA-SOUTHERN,GEORGIA-SOUTHERN,0.47100000000000003,0.32035398230088497,6,2,0.115,0.09380530973451327,0.6424778761061947,0.54,1.3858407079646018,0.49,0.679646017699115,0.276,0.3823008849557522,0.662,0.25309734513274335,0.183,0,5,6,102.3,0.281,0.23539823008849559,0.523,0.2867256637168142,0.061,0.0584070796460177,0.6017699115044248,0.465,1.3769911504424779,0.398,0.5486725663716814,0.297,0.4088495575221239,0.684,0.27964601769911507,0.203,0.27,0.23716814159292035,0.37168141592920356,1.55929203539823,0.109,0.18584070796460178,0.406,0.5592920353982301,0.326,0.18230088495575222,0.8176991150442477,0.448,0.3663716814159292,0.489,0.8389380530973451,0.496,0.198,0.38761061946902653,68.5,0.41061946902654867,1.7504424778761063,-6.44,0.13,0.22300884955752212,-4.63,0.308,0.4265486725663717,0.324,0.13805309734513274,0.95929203539823,0.565,0.5415929203539823,0.511,0.8778761061946903,0.558,0.191,0.36991150442477877,0.571,8
GEORGIA-STATE,GEORGIA-STATE,0.541,0.35306122448979593,4,1,0.129,0.11020408163265306,0.6061224489795919,0.492,1.5530612244897959,0.42,0.6530612244897959,0.276,0.42857142857142855,0.681,0.29183673469387755,0.188,1,4,6,103.0,0.306,0.29591836734693877,0.629,0.3673469387755102,0.09300000000000001,0.08775510204081632,0.6714285714285714,0.5,1.373469387755102,0.425,0.5836734693877551,0.308,0.42244897959183675,0.676,0.2857142857142857,0.208,0.27899999999999997,0.23469387755102042,0.42244897959183675,1.6591836734693877,0.095,0.1673469387755102,0.38,0.5224489795918368,0.395,0.20612244897959184,0.8510204081632653,0.444,0.37755102040816324,0.501,0.9061224489795918,0.527,0.21600000000000003,0.4326530612244898,70.7,0.39183673469387753,1.8204081632653062,-7.62,0.13,0.23061224489795917,-1.17,0.392,0.6081632653061224,0.366,0.22244897959183674,0.9448979591836735,0.456,0.4306122448979592,0.499,0.9020408163265307,0.518,0.146,0.3,0.5,6
GEORGIA-TECH,GEORGIA-TECH,0.508,0.319672131147541,1,2,0.08800000000000001,0.08032786885245902,0.6475409836065574,0.499,1.4344262295081966,0.439,0.6295081967213115,0.259,0.3721311475409836,0.696,0.25901639344262295,0.181,6,4,8,98.1,0.27699999999999997,0.23442622950819672,0.5720000000000001,0.35081967213114756,0.086,0.08196721311475409,0.6131147540983607,0.483,1.4360655737704917,0.427,0.6131147540983607,0.311,0.4459016393442623,0.665,0.2967213114754098,0.207,0.27,0.23934426229508196,0.37540983606557377,1.6852459016393442,0.09699999999999999,0.16721311475409836,0.363,0.521311475409836,0.311,0.16229508196721312,0.9147540983606557,0.493,0.45081967213114754,0.491,0.8524590163934426,0.511,0.163,0.32131147540983607,68.9,0.4491803278688525,1.6901639344262296,3.7,0.10300000000000001,0.17704918032786884,3.5,0.333,0.47704918032786886,0.361,0.1721311475409836,0.9573770491803278,0.478,0.45737704918032784,0.509,0.8819672131147541,0.525,0.17300000000000001,0.3377049180327869,0.467,7
GEORGIA,GEORGIA,0.5660000000000001,0.346875,3,0,0.07200000000000001,0.0703125,0.6390625,0.504,1.38125,0.443,0.6125,0.38,0.525,0.732,0.384375,0.278,6,5,11,102.0,0.27699999999999997,0.2328125,0.5539999999999999,0.3953125,0.115,0.0984375,0.60625,0.524,1.55,0.461,0.7140625,0.231,0.3578125,0.712,0.2546875,0.164,0.27699999999999997,0.2453125,0.440625,1.8796875,0.107,0.1859375,0.374,0.5796875,0.34,0.196875,0.9703125,0.533,0.5171875,0.494,0.8515625,0.546,0.134,0.2671875,69.7,0.359375,1.7765625,0.13,0.07400000000000001,0.1296875,4.26,0.379,0.5234375,0.319,0.1671875,0.8578125,0.519,0.4453125,0.506,0.871875,0.545,0.175,0.3453125,0.313,5
GONZAGA,GONZAGA,0.557,0.45535714285714285,0,0,0.13699999999999998,0.14107142857142857,0.7964285714285714,0.588,1.5625,0.523,0.8178571428571428,0.33,0.5160714285714286,0.696,0.35892857142857143,0.23,0,9,2,119.0,0.331,0.2767857142857143,0.44,0.2642857142857143,0.067,0.06607142857142857,0.5589285714285714,0.431,1.5875,0.378,0.6,0.222,0.3517857142857143,0.66,0.23214285714285715,0.146,0.226,0.23214285714285715,0.4785714285714286,1.6,0.085,0.15714285714285714,0.352,0.5589285714285714,0.3,0.16785714285714284,1.0285714285714285,0.42,0.43214285714285716,0.424,0.7910714285714285,0.456,0.161,0.3357142857142857,73.9,0.375,2.1964285714285716,25.25,0.092,0.16964285714285715,1.39,0.369,0.5767857142857142,0.35,0.2017857142857143,0.9857142857142858,0.625,0.6160714285714286,0.5760000000000001,1.0732142857142857,0.608,0.14400000000000002,0.30357142857142855,0.857,12
GRAMBLING,GRAMBLING,0.46,0.2578125,10,1,0.09300000000000001,0.0890625,0.625,0.444,1.40625,0.399,0.5609375,0.32,0.45,0.688,0.309375,0.22,1,2,12,87.1,0.235,0.215625,0.534,0.340625,0.111,0.1125,0.7015625,0.494,1.490625,0.428,0.6375,0.364,0.5421875,0.674,0.365625,0.245,0.324,0.3,0.4109375,1.8375,0.102,0.1828125,0.357,0.5328125,0.37,0.196875,0.9578125,0.46,0.440625,0.544,1.0015625,0.526,0.166,0.3484375,71.6,0.4421875,1.559375,-14.76,0.091,0.1625,0.6,0.277,0.3890625,0.329,0.128125,1.0171875,0.425,0.4328125,0.456,0.840625,0.481,0.191,0.38125,0.25,4
GRAND-CANYON,GRAND-CANYON,0.513,0.34285714285714286,1,3,0.052000000000000005,0.048214285714285716,0.6946428571428571,0.508,1.5303571428571427,0.436,0.6678571428571428,0.293,0.44821428571428573,0.637,0.2857142857142857,0.187,1,8,2,108.3,0.39399999999999996,0.3732142857142857,0.408,0.21785714285714286,0.079,0.07321428571428572,0.5732142857142857,0.422,1.4089285714285715,0.379,0.5339285714285714,0.278,0.39107142857142857,0.735,0.2875,0.204,0.259,0.24285714285714285,0.44285714285714284,1.4767857142857144,0.079,0.13392857142857142,0.336,0.4732142857142857,0.257,0.12142857142857143,0.9357142857142857,0.441,0.4125,0.433,0.8160714285714286,0.463,0.182,0.35535714285714287,68.0,0.4107142857142857,1.8410714285714285,5.17,0.109,0.18571428571428572,-6.58,0.396,0.6053571428571428,0.363,0.21964285714285714,0.925,0.485,0.44821428571428573,0.5670000000000001,1.0678571428571428,0.528,0.156,0.32321428571428573,0.857,12
GREEN-BAY,GREEN-BAY,0.47200000000000003,0.26071428571428573,6,0,0.08900000000000001,0.07857142857142857,0.5678571428571428,0.46,1.3392857142857142,0.412,0.5517857142857143,0.297,0.3982142857142857,0.758,0.30178571428571427,0.225,3,2,12,94.8,0.254,0.20892857142857144,0.442,0.2732142857142857,0.067,0.055357142857142855,0.6125,0.519,1.3375,0.462,0.6178571428571429,0.319,0.42678571428571427,0.782,0.3339285714285714,0.25,0.248,0.1875,0.425,1.7214285714285715,0.10400000000000001,0.16785714285714284,0.339,0.45357142857142857,0.335,0.15178571428571427,0.8839285714285714,0.527,0.4660714285714286,0.507,0.8,0.559,0.146,0.2625,64.7,0.3892857142857143,1.5339285714285715,-12.08,0.065,0.10535714285714286,-1.77,0.379,0.5071428571428571,0.254,0.12857142857142856,0.8321428571428572,0.509,0.4232142857142857,0.493,0.7767857142857143,0.502,0.165,0.30178571428571427,0.143,2
HAMPTON,HAMPTON,0.474,0.24615384615384617,6,1,0.09,0.08269230769230769,0.625,0.434,1.3634615384615385,0.381,0.5192307692307693,0.386,0.5269230769230769,0.69,0.36346153846153845,0.267,0,3,9,89.1,0.21,0.19230769230769232,0.5,0.2923076923076923,0.069,0.057692307692307696,0.725,0.461,1.4173076923076924,0.412,0.5846153846153846,0.368,0.5211538461538462,0.661,0.34423076923076923,0.243,0.306,0.275,0.46923076923076923,1.65,0.08900000000000001,0.15384615384615385,0.35,0.49615384615384617,0.275,0.13653846153846153,0.9211538461538461,0.486,0.4480769230769231,0.55,1.0,0.496,0.17300000000000001,0.34807692307692306,69.4,0.4576923076923077,1.5461538461538462,-16.74,0.094,0.16346153846153846,-6.01,0.391,0.5326923076923077,0.274,0.14615384615384616,0.8307692307692308,0.449,0.3730769230769231,0.45,0.8173076923076923,0.479,0.162,0.31153846153846154,0.308,4
HARTFORD,HARTFORD,0.523,0.325,6,2,0.07,0.0625,0.64375,0.53,1.36875,0.454,0.6208333333333333,0.288,0.39375,0.672,0.26458333333333334,0.193,2,0,10,99.4,0.231,0.19166666666666668,0.49700000000000005,0.33958333333333335,0.094,0.06875,0.6375,0.532,1.4875,0.459,0.6833333333333333,0.294,0.4375,0.71,0.3104166666666667,0.209,0.259,0.225,0.39166666666666666,1.89375,0.121,0.20833333333333334,0.403,0.6,0.361,0.21666666666666667,0.8875,0.526,0.4666666666666667,0.508,0.8625,0.559,0.136,0.26666666666666666,69.1,0.3875,1.7166666666666666,-13.52,0.078,0.13541666666666666,-6.44,0.466,0.6375,0.33,0.21041666666666667,0.73125,0.561,0.41041666666666665,0.49200000000000005,0.8354166666666667,0.552,0.185,0.3541666666666667,0.167,2
HARVARD,HARVARD,0.489,0.32075471698113206,3,1,0.07400000000000001,0.0660377358490566,0.6283018867924528,0.503,1.528301886792453,0.43,0.6566037735849056,0.29,0.44339622641509435,0.728,0.32264150943396225,0.211,2,7,5,104.4,0.28300000000000003,0.2622641509433962,0.511,0.30377358490566037,0.096,0.0830188679245283,0.6660377358490566,0.497,1.3886792452830188,0.428,0.5943396226415094,0.311,0.4320754716981132,0.738,0.31886792452830187,0.23,0.253,0.21320754716981133,0.44528301886792454,1.6981132075471699,0.085,0.1509433962264151,0.36,0.5,0.381,0.19056603773584907,0.8886792452830189,0.454,0.4037735849056604,0.49700000000000005,0.879245283018868,0.533,0.2,0.39811320754716983,71.3,0.4056603773584906,1.860377358490566,-2.35,0.12300000000000001,0.2188679245283019,-3.75,0.435,0.6641509433962264,0.338,0.22452830188679246,0.8641509433962264,0.5,0.4320754716981132,0.503,0.8905660377358491,0.535,0.15,0.30754716981132074,0.615,8
HAWAII,HAWAII,0.547,0.3475,1,1,0.042,0.04,0.665,0.543,1.39,0.457,0.635,0.351,0.4875,0.728,0.355,0.255,3,3,5,106.3,0.275,0.22,0.38,0.2425,0.09699999999999999,0.0725,0.58,0.492,1.4775,0.431,0.6375,0.279,0.4125,0.679,0.28,0.19,0.233,0.2025,0.5075,1.735,0.10300000000000001,0.18,0.35,0.5175,0.348,0.18,0.96,0.477,0.4575,0.469,0.7825,0.518,0.14400000000000002,0.2825,70.2,0.395,1.865,-2.59,0.051,0.09,-0.84,0.462,0.6425,0.374,0.24,0.7475,0.528,0.395,0.531,0.885,0.575,0.179,0.3525,0.5,5
HIGH-POINT,HIGH-POINT,0.518,0.317741935483871,5,1,0.14,0.12741935483870967,0.6258064516129033,0.495,1.4161290322580644,0.433,0.6129032258064516,0.329,0.4661290322580645,0.612,0.2854838709677419,0.202,3,5,9,99.3,0.284,0.2532258064516129,0.535,0.33064516129032256,0.09,0.08548387096774193,0.6387096774193548,0.487,1.4483870967741936,0.427,0.617741935483871,0.321,0.4645161290322581,0.646,0.3,0.207,0.31,0.2806451612903226,0.42096774193548386,1.7096774193548387,0.099,0.16774193548387098,0.373,0.5403225806451613,0.322,0.17419354838709677,0.9080645161290323,0.488,0.4435483870967742,0.511,0.9193548387096774,0.512,0.154,0.3032258064516129,67.9,0.41451612903225804,1.6870967741935483,-7.46,0.09300000000000001,0.15806451612903225,0.71,0.329,0.4661290322580645,0.377,0.17580645161290323,0.95,0.46,0.43709677419354837,0.489,0.8790322580645161,0.515,0.163,0.3193548387096774,0.4,6
HOFSTRA,HOFSTRA,0.55,0.4,7,3,0.092,0.07596899224806201,0.6511627906976745,0.538,1.5813953488372092,0.46,0.7271317829457364,0.196,0.31007751937984496,0.79,0.24496124031007752,0.155,0,5,7,109.3,0.23399999999999999,0.20930232558139536,0.579,0.3813953488372093,0.078,0.06666666666666667,0.6837209302325581,0.526,1.4868217054263566,0.443,0.6589147286821705,0.217,0.32248062015503876,0.726,0.23410852713178296,0.157,0.25,0.21705426356589147,0.37829457364341085,1.7984496124031009,0.076,0.13488372093023257,0.447,0.6651162790697674,0.371,0.24651162790697675,0.8217054263565892,0.502,0.4124031007751938,0.511,0.9007751937984496,0.548,0.184,0.3689922480620155,71.3,0.34418604651162793,1.9472868217054264,2.83,0.109,0.1937984496124031,2.33,0.459,0.7255813953488373,0.342,0.24806201550387597,0.8558139534883721,0.56,0.4790697674418605,0.489,0.8604651162790697,0.563,0.128,0.2527131782945736,0.563,9
HOLY-CROSS,HOLY-CROSS,0.389,0.2375,8,0,0.1,0.0953125,0.590625,0.475,1.4421875,0.424,0.6109375,0.295,0.425,0.691,0.29375,0.204,3,3,13,96.6,0.295,0.2640625,0.5,0.3390625,0.085,0.0859375,0.63125,0.525,1.45,0.468,0.678125,0.268,0.3890625,0.703,0.2734375,0.189,0.28,0.2296875,0.4140625,1.7953125,0.09699999999999999,0.1671875,0.339,0.4921875,0.337,0.165625,0.9578125,0.535,0.5125,0.502,0.8609375,0.549,0.163,0.31875,68.9,0.4265625,1.6625,-19.29,0.098,0.16875,-6.79,0.297,0.428125,0.343,0.146875,1.0140625,0.458,0.4640625,0.498,0.8546875,0.506,0.172,0.340625,0.188,3
HOUSTON-BAPTIST,HOUSTON-BAPTIST,0.545,0.35,4,0,0.095,0.07884615384615384,0.6538461538461539,0.493,1.475,0.435,0.6423076923076924,0.325,0.47884615384615387,0.675,0.3230769230769231,0.219,2,4,9,98.6,0.331,0.2980769230769231,0.52,0.3326923076923077,0.099,0.09230769230769231,0.6019230769230769,0.531,1.4192307692307693,0.451,0.6403846153846153,0.29,0.4115384615384615,0.71,0.2923076923076923,0.206,0.222,0.18653846153846154,0.46153846153846156,1.8,0.111,0.2,0.415,0.5884615384615385,0.386,0.22692307692307692,0.8307692307692308,0.498,0.41346153846153844,0.45299999999999996,0.7884615384615384,0.557,0.185,0.36538461538461536,72.1,0.4403846153846154,1.7769230769230768,-19.52,0.096,0.17307692307692307,0.03,0.37,0.5461538461538461,0.31,0.16923076923076924,0.9288461538461539,0.509,0.47307692307692306,0.547,0.9519230769230769,0.522,0.192,0.40576923076923077,0.308,4
