,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,win_shares_per_40_minutes,height
rashad-williams-2,8.1,83,0,1,-3.2,,-3.3,7.3,142,0.4,0.502,904,0.363,328,0.162,146,0.815,119,80,49,2163,0,0.4,8,2.5,125,12.7,1027,854,1.3,50,saint-louis,0.78,705,0.357,252,3.8,150,0.528,11.5,126,199,0.382,76,25.3,2.9,0.054,74
andre-lorentsson-1,8.7,3,0,0,-3.5,,-0.1,13.4,6,0.1,0.571,7,0.429,3,0.286,2,1,2,8,0,52,-3.3,0,0,0,6,8.5,10,9,2.2,2,saint-louis,0.857,6,0.333,2,6.7,6,0.629,20.1,2,1,1,1,9.1,0.1,0.11,80
brandon-courtney-1,7.8,1,0,0,-13.2,,-1.5,19.6,4,0.1,,10,0.3,3,0,0,,0,9,0,22,-11.7,0,0,0,2,10.9,9,7,2.6,1,saint-louis,0.4,4,0.75,3,10.3,4,,9.1,1,6,0,0,23.7,0.1,0.103,75
javonte-perkins-1,8.3,60,1.6,20,5.6,,1,10.7,138,2.3,0.515,629,0.453,285,0.353,222,0.797,177,52,22,1485,4.6,3.8,50,4.9,133,21,825,708,1.5,39,saint-louis,0.342,215,0.363,78,7.2,188,0.562,8.2,66,414,0.5,207,26.6,7.1,0.192,78
dan-fotu-1,5.8,56,1.3,24,3.8,,1.9,17.5,270,3,0.578,456,0.52,237,0.314,143,0.72,103,100,47,1915,1.8,6.5,96,4.2,192,16.8,630,601,1.6,49,saint-marys-ca,0.32,146,0.363,53,12.1,366,0.601,13.1,79,310,0.594,184,17.2,7.3,0.152,79
tommy-kuhse-1,24.6,380,0.5,14,2.3,,1.9,12.2,288,4.3,0.462,698,0.414,289,0.311,217,0.76,165,123,78,2931,0.5,1.7,39,3.8,194,13.8,810,942,2,95,saint-marys-ca,0.285,199,0.337,67,7.1,327,0.506,18.8,186,499,0.445,222,18.3,8.1,0.11,74
matthias-tass-1,13,110,3.3,54,4.1,,2.9,15.2,215,3.1,0.528,451,0.519,234,0.308,139,0.64,89,80,45,1740,1.2,7.8,107,3.1,173,17.3,565,598,1.6,45,saint-marys-ca,0.073,33,0.242,8,11.6,322,0.546,16.1,99,418,0.541,226,19.2,6.2,0.142,82
logan-johnson-2,14.5,90,1.2,13,2.7,,3.4,11.6,121,2.4,0.46,365,0.43,157,0.43,157,0.707,111,84,29,1271,-0.6,3.4,35,1.3,130,14.4,447,448,2.7,56,saint-marys-ca,0.279,102,0.216,22,7.6,156,0.508,16.2,85,263,0.513,135,22.2,3.7,0.118,74
alex-ducas-1,4.3,24,0.2,2,2,,0.6,14.6,124,1.6,0.537,257,0.42,108,0.136,35,0.8,28,55,28,1054,1.4,6.1,49,1.5,66,12.6,304,292,1.3,23,saint-marys-ca,0.65,167,0.359,60,10.4,173,0.556,14.1,45,90,0.533,48,16.5,3,0.114,78
kyle-bowen-1,6.4,43,1.8,20,1.9,,2.8,20.3,194,2.2,0.47,169,0.396,67,0.284,48,0.604,29,63,14,1172,-0.9,6.9,63,1,126,10.1,188,221,1.4,26,saint-marys-ca,0.562,95,0.263,25,13.7,257,0.49,15.1,34,74,0.568,42,10.5,3.2,0.109,80
augustas-marciulionis-1,22.2,17,2.4,3,1.7,,2.9,7.4,8,0.3,0.475,20,0.35,7,0.6,12,0.75,9,8,0,132,-1.2,3,3,0.1,12,9.9,28,36,2.3,5,saint-marys-ca,0.6,12,0.417,5,5.3,11,0.545,33.6,13,8,0.25,2,16,0.4,0.116,76
jabe-mullins-1,7.7,16,0.8,3,-0.6,,2.2,11.4,37,0.7,0.381,88,0.295,26,0.159,14,0.857,12,27,11,392,-2.8,2.9,9,-0.1,19,7,79,81,1.7,11,saint-marys-ca,0.614,54,0.278,15,7.2,46,0.417,14.5,16,34,0.324,11,15.3,0.6,0.06,77
leemet-bockler-1,2.6,1,2.2,2,3.5,,-0.6,10.5,8,0.1,0.635,37,0.459,17,0.081,3,1,3,11,0,92,4.1,5.3,4,0.2,9,19.5,50,39,0.7,1,saint-marys-ca,0.757,28,0.464,13,7.9,12,0.651,17.2,8,9,0.444,4,27.3,0.3,0.141,78
luke-barrett-1,0,0,0,0,-9.6,,0.9,0,0,0,,2,0.5,1,0,0,,0,5,0,12,-10.5,11.2,1,0,5,1.6,2,2,0,0,saint-marys-ca,0.5,1,0,0,5.3,1,,0,0,1,1,1,9.1,0,0.126,78
mitchell-saxen-1,5.1,6,6.7,16,0.7,,4.3,16.2,33,0.6,0.555,55,0.545,30,0.309,17,0.294,5,27,0,245,-3.6,11.4,23,0.1,46,14.6,66,69,2.2,9,saint-marys-ca,0.036,2,0.5,1,13.8,56,0.523,21.2,17,53,0.547,29,17.7,0.7,0.114,82
judah-brown-1,2,2,2,4,-2.6,,1.8,7.9,13,0.3,0.328,58,0.241,14,0.069,4,1,4,26,5,198,-4.4,2.5,4,-0.3,19,3.5,42,39,1.8,6,saint-marys-ca,0.724,42,0.238,10,5.2,17,0.351,9.1,6,16,0.25,4,18,0.1,0.017,78
quinn-clinton-1,6.2,11,0,0,0.6,,1.3,10,29,0.5,,99,0.343,34,0.101,10,0.7,7,45,0,349,-0.7,1.1,3,0.3,30,9.2,103,92,1.2,7,saint-marys-ca,0.838,83,0.337,28,5.6,32,,8.8,10,16,0.375,6,17.6,0.8,0.091,75
matt-vankomen-1,2.7,1,16.6,12,5,,5.5,26.3,17,0.2,0.625,16,0.625,10,0.375,6,0.833,5,22,0,75,-0.4,11.4,7,0.2,10,26.6,25,24,0.8,1,saint-marys-ca,0,0,,0,19.1,24,0.663,13.7,3,16,0.625,10,15.4,0.4,0.211,88
doug-edert-1,7,37,0.7,7,0.9,,-0.4,11.2,115,1.9,0.535,356,0.402,143,0.289,103,0.816,84,57,20,1198,1.3,2.4,26,2.5,90,14.5,465,403,1.3,27,saint-peters,0.691,246,0.386,95,6.7,141,0.574,11.2,51,110,0.436,48,18.9,4.4,0.148,74
daryl-banks-iii-1,14.5,97,0.7,9,-1,,0.1,9.1,122,2.6,0.428,523,0.354,185,0.239,125,0.824,103,59,50,1531,-1.2,2.4,33,1.3,98,11.9,551,524,2.2,57,saint-peters,0.447,234,0.333,78,5.7,155,0.473,13.6,92,289,0.37,107,21.9,3.9,0.102,75
fousseyni-drame-1,4.4,26,1.7,18,-2.6,,0.2,19.4,218,2.9,0.463,336,0.438,147,0.396,133,0.662,88,59,43,1305,-2.8,9.6,112,0.7,147,13.2,399,391,2.4,53,saint-peters,0.196,66,0.258,17,14.4,330,0.5,19.2,95,270,0.481,130,18.9,3.6,0.109,79
kenechukwu-ndefo-1,10.7,100,12,220,1.7,,3.4,18,339,5.4,0.472,644,0.466,300,0.599,386,0.619,239,88,48,2253,-1.7,7.3,140,1.6,275,19.4,847,827,2.8,107,saint-peters,0.078,50,0.16,8,12.6,479,0.512,18.9,193,594,0.492,292,23.2,7.1,0.125,79
jaylen-murray-1,20.4,5,0,0,-5.4,,-0.9,7.7,3,0.1,0.389,27,0.296,8,0.074,2,0.5,1,4,0,56,-4.5,3.8,2,-0.1,9,5.8,22,21,4.9,5,saint-peters,0.37,10,0.5,5,5.4,5,0.394,20,7,17,0.176,3,29.4,0,-0.031,71
hassan-drame-1,8.6,43,2.2,20,-3.9,,0.6,21.5,203,2.6,0.418,287,0.39,112,0.317,91,0.692,63,59,15,1093,-4.5,11.6,113,-0.2,169,11.7,303,325,2.5,47,saint-peters,0.213,61,0.262,16,16.4,316,0.459,23.2,100,226,0.425,96,19.6,2.4,0.089,79
clarence-rupert-1,5.5,1,3,1,-2.1,,0.1,3,1,0.1,0.563,16,0.563,9,0.25,4,0.25,1,4,0,47,-2.1,9,4,0,9,13.9,19,16,4.6,4,saint-peters,0,0,,0,6.4,5,0.531,18.3,4,16,0.563,9,22,0.1,0.064,80
isiah-dasher-1,12.6,27,2.1,9,-4.1,,-0.8,13.4,50,0.2,0.398,167,0.371,62,0.275,46,0.696,32,23,16,479,-3.4,2.1,9,-0.3,52,10.4,165,161,3.3,29,saint-peters,0.234,39,0.231,9,7.4,59,0.437,14.9,33,128,0.414,53,23.1,-0.1,-0.01,75
matthew-lee-3,27.1,162,0.2,2,-2.7,,0,7.7,85,2.2,0.457,316,0.373,118,0.335,106,0.717,76,56,44,1280,-2.7,1.8,21,0.4,109,10.5,365,398,2.6,58,saint-peters,0.449,142,0.373,53,4.7,106,0.498,25.4,125,174,0.374,65,19.1,2.6,0.082,72
marty-silvera-1,17.4,21,0.4,1,-0.4,,2.4,8.9,21,0.6,0.48,76,0.395,30,0.092,7,0.857,6,28,0,270,-2.9,5.3,13,0,27,11.8,79,80,4.3,20,saint-peters,0.382,29,0.448,13,7.1,34,0.498,24,25,47,0.362,17,19.4,0.6,0.09,72
oumar-diahame-1,0,0,9.6,8,-4.6,,1,18.2,16,0.3,0.333,24,0.333,8,0.375,9,0.444,4,20,0,101,-5.6,12,11,0,18,11.5,20,22,2.3,4,saint-peters,0.042,1,0,0,15,27,0.354,6.6,2,23,0.348,8,15.2,0.3,0.099,82
latrell-reid-1,52.9,4,0,0,3.1,,4,11,1,0,0,1,0,0,0,0,,0,2,0,13,-0.9,0,0,0,1,12.7,0,2,4.2,1,saint-peters,0,0,,0,4.7,1,0,0,0,1,0,0,3.6,0,0.099,75
savion-flagg-1,14.9,216,1.1,27,2.9,,0.3,14.6,422,3.7,0.506,1001,0.432,432,0.25,250,0.592,148,116,81,3208,2.6,7.3,209,3.7,150,15,1162,1160,1.3,69,sam-houston-state,0.437,437,0.343,150,11,631,0.519,17.5,238,564,0.5,282,21.2,7.4,0.092,79
demarkus-lampley-1,7.6,63,0.5,7,1.8,,-0.9,10.8,147,2.3,0.537,585,0.426,249,0.176,103,0.816,84,63,36,1543,2.7,2.6,37,3.8,80,17.3,712,615,1.9,54,sam-houston-state,0.605,354,0.367,130,6.6,184,0.562,6.9,47,231,0.515,119,20.6,6.2,0.16,74
jaden-ray-1,25.6,24,0,0,-3.1,,-0.2,10.9,15,0.3,0.438,48,0.375,18,0.167,8,0.875,7,7,4,172,-2.9,0,0,0.1,15,10.5,49,53,2.9,9,sam-houston-state,0.458,22,0.273,6,4.6,15,0.473,21.3,14,26,0.462,12,17.6,0.3,0.079,70
jarren-cook-1,7.5,20,0.7,3,-1.9,,-1.3,8.4,37,0.7,0.526,190,0.384,73,0.105,20,0.7,14,34,0,486,-0.6,1.9,9,0.8,38,13.7,214,182,1.8,16,sam-houston-state,0.805,153,0.353,54,5.1,46,0.536,9.5,21,37,0.514,19,21,1.6,0.129,76
javion-may-1,17,73,0.9,5,0.2,,1.8,13.8,86,1.6,0.492,119,0.479,57,0.487,58,0.552,32,35,32,696,-1.7,10.4,71,1.1,79,15.9,149,202,4,51,sam-houston-state,0.193,23,0.13,3,12.1,157,0.508,19.7,36,96,0.563,54,12.1,2.7,0.154,74
tristan-ikpe-1,13.7,66,5.6,40,1.3,,2.4,18.1,133,2,0.522,185,0.519,96,0.459,85,0.576,49,35,35,829,-1,10.9,88,1.4,97,18.7,242,280,3.1,47,sam-houston-state,0.016,3,0.333,1,14.3,221,0.537,18.5,51,182,0.522,95,15.4,3.4,0.164,78
donte-powers-1,18.2,96,1.3,10,-1.8,,0.8,8.3,65,1.6,0.525,197,0.442,87,0.223,44,0.727,32,35,26,872,-2.6,2,17,0.9,86,12,239,256,2.8,46,sam-houston-state,0.492,97,0.34,33,5,82,0.548,22.2,62,100,0.54,54,14.8,2.5,0.113,74
damon-nicholasjr-1,1.8,1,0,0,-6.9,,-2.2,14.9,12,0.2,0.328,29,0.31,9,0.241,7,0.714,5,7,0,101,-4.7,11.6,13,0,12,11.2,24,26,3.3,6,sam-houston-state,0.207,6,0.167,1,13,25,0.371,5.8,2,23,0.348,8,15.6,0.2,0.087,76
kian-scroggins-1,10.5,12,2.1,4,-3.1,,0.2,26.2,49,0.5,0.564,55,0.564,31,0.345,19,0.579,11,25,0,212,-3.2,13,27,0.5,43,19,73,78,1.8,7,sam-houston-state,0.018,1,0,0,19.2,76,0.57,13.5,10,54,0.574,31,16.1,1,0.186,79
kuba-karwowski-1,12.2,16,11,21,2.5,,4.3,17.9,38,0.6,0.59,39,0.59,23,0.564,22,0.318,7,26,7,235,-1.8,13.6,29,0.4,27,19.4,53,65,2,8,sam-houston-state,0.077,3,0,0,15.7,67,0.536,18.2,11,36,0.639,23,12.6,1,0.169,86
javon-grant-1,38.7,3,0,0,22.4,,10.2,8.3,1,0,0.429,7,0.286,2,0.571,4,0.75,3,5,0,15,12.2,0,0,0.1,4,24.1,9,9,7.5,2,sam-houston-state,0.714,5,0.4,2,3.5,1,0.506,10.1,1,2,0,0,30.4,0.1,0.262,71
kevin-martina-1,0,0,0,0,-1.6,,-1.5,27.8,2,0,0.5,2,0.5,1,1,2,0.5,1,3,0,9,-0.1,0,0,0,2,9.6,3,2,0,0,sam-houston-state,0.5,1,0,0,11.6,2,0.508,0,0,1,1,1,15.1,0,0.12,79
ques-glover-1,16.6,63,0.3,2,-0.8,,-0.1,8.6,56,0.9,0.467,258,0.43,111,0.357,92,0.783,72,58,6,752,-0.7,1.8,11,0.4,67,11.3,313,308,1.9,26,samford,0.291,75,0.253,19,5.3,67,0.519,21.6,83,183,0.503,92,25.3,1.3,0.069,71
jaden-campbell-1,8.9,8,1.3,2,0,,-3.1,8.8,13,0.3,0.537,68,0.426,29,0.235,16,0.688,11,7,3,173,3.1,5.2,8,0.3,12,15.2,84,77,2.1,7,samford,0.529,36,0.417,15,7,21,0.556,14.7,13,32,0.438,14,22.9,0.6,0.138,77
jermaine-marshall-2,7.4,12,0.3,1,0.2,,0.1,27.7,75,0.7,0.534,89,0.472,42,0.438,39,0.769,30,24,7,302,0.2,10.4,28,0.8,51,19.2,125,125,2.5,14,samford,0.483,43,0.256,11,19.1,103,0.581,13,16,46,0.674,31,19,1.5,0.195,78
wesley-cardetjr-1,8.3,7,0,0,-9.1,,-2.9,10,13,0.3,0.408,60,0.35,21,0.25,15,0.867,13,7,7,153,-6.2,8.9,12,-0.2,13,8.2,62,63,3,9,samford,0.383,23,0.304,7,9.4,25,0.462,25.5,23,37,0.378,14,26.4,0.1,0.036,78
jacob-tryon-1,9.8,77,4.9,68,0.2,,-0.2,20,288,1.9,0.582,408,0.507,207,0.184,75,0.627,47,78,43,1623,0.3,5,71,2.1,111,15.4,522,492,0.7,21,samford,0.392,160,0.381,61,12.6,359,0.588,16.4,87,248,0.589,146,16.3,4,0.099,83
cooper-kaifes-1,11.5,70,0.3,3,-0.1,,-0.2,10,89,1.9,0.575,246,0.407,100,0.089,22,0.773,17,66,17,1133,0.1,0.9,8,1.2,55,10.6,300,281,1.3,25,samford,0.858,211,0.393,83,5.6,97,0.585,17.1,53,35,0.486,17,14.9,3,0.108,75
jaron-rillie-1,23.3,70,0,0,-2.4,,-0.4,12.1,55,0.6,0.702,89,0.573,51,0.213,19,0.737,14,26,7,506,-2,1,5,0.7,38,13.4,139,150,2.5,24,samford,0.539,48,0.479,23,6.5,60,0.709,32.9,48,41,0.683,28,13.2,1.3,0.101,75
quinn-richey-1,5.8,9,0.5,1,-6.4,,-3.3,3,7,0,0.412,57,0.298,17,0.404,23,0.783,18,32,0,260,-3.1,3.6,9,0.2,15,7.2,65,64,0.4,2,samford,0.842,48,0.271,13,3.3,16,0.478,8.1,6,9,0.444,4,13.4,0.3,0.045,77
daniel-lobach-1,3,1,2,1,-10.4,,-0.3,6.4,3,0.1,,9,0.556,5,0.444,4,0.25,1,9,0,55,-10.1,8.2,4,0,13,9.5,13,13,3.7,4,samford,0.556,5,0.4,2,7.3,7,,21.6,3,4,0.75,3,11.3,0.2,0.12,79
richardson-maitre-1,19.3,210,0.3,6,-0.9,,0.8,15.7,279,3.2,0.461,483,0.379,183,0.28,135,0.778,105,85,62,1991,-1.7,1.6,29,1.4,105,12.2,550,590,2.3,81,samford,0.472,228,0.346,79,8.5,308,0.503,20.6,142,255,0.408,104,16.9,4.6,0.092,75
angel-smith-1,2.8,1,0,0,2.5,,4.8,14.5,7,0.1,0.353,17,0.294,5,0.235,4,1,4,9,1,56,-2.3,6.2,3,0,8,8.9,16,15,3.9,4,samford,0.412,7,0.286,2,10.3,10,0.423,13.7,3,10,0.3,3,18.9,0.1,0.054,77
charlie-morrison-1,0,0,0,0,,,,39.2,1,0,0.75,2,0.5,1,0,0,,0,2,0,3,,0,0,0,1,16.2,3,2,0,0,samford,1,2,0.5,1,19.2,1,0.75,33.3,1,0,,0,44.8,0,-0.011,72
marcellus-vail-1,12.8,18,1.1,2,-4.1,,-0.2,8.7,17,0.2,0.365,37,0.324,12,0.108,4,0.5,2,20,8,216,-4,3,6,-0.2,27,3.8,29,37,2,8,samford,0.541,20,0.15,3,5.9,23,0.373,26.5,14,17,0.529,9,11.2,0.1,0.015,74
grayson-walters-1,0,0,0,0,4.5,,2.3,9.1,1,0,0.8,5,0.8,4,0,0,,0,6,0,12,2.2,18.3,2,0,2,28.4,8,5,0,0,samford,0,0,,0,13.8,3,0.8,16.7,1,5,0.8,4,22.9,0,0.16,77
clay-holmes-1,20.7,1,0,0,,,,15.6,1,0,0.375,4,0.25,1,0,0,,0,4,0,7,,0,0,0,0,3.1,3,3,0,0,samford,1,4,0.25,1,7.7,1,0.375,20,1,0,,0,32.7,0,-0.088,74
owen-larocca-1,0,0,0,0,,,,0,0,0,,0,,0,,0,,0,2,0,3,,0,0,0,0,0,0,0,0,0,samford,,0,,0,0,0,,,0,0,,0,0,0,0.039,73
bryan-smith-3,13.6,3,2.8,1,-1.7,,-1.6,14.3,5,0,0.333,12,0.333,4,0.583,7,0.714,5,14,0,39,-0.1,11,4,0,1,14,13,15,2.7,2,samford,0.167,2,0,0,12.6,9,0.424,20.7,4,10,0.4,4,22.9,0,0.034,76
logan-dye-1,3.6,17,3.1,26,-4.7,,-1.9,16.1,148,0.7,0.532,340,0.515,175,0.3,102,0.627,64,72,7,972,-2.9,8.7,77,1.3,159,15.5,426,390,1.2,21,samford,0.129,44,0.273,12,12.5,225,0.548,15.8,73,296,0.551,163,22.3,2,0.083,80
aj-staton-mccray-1,11.5,33,1.9,7,-2.6,,0.6,15.5,71,0.7,0.417,181,0.343,62,0.265,48,0.75,36,19,14,499,-3.2,3.4,16,0.2,53,12.7,187,183,3.4,32,samford,0.519,94,0.287,27,9.4,87,0.459,14.7,35,87,0.402,35,22,0.9,0.072,77
matt-bradley-1,14.2,163,1,24,4.2,,0,14.6,331,2,0.51,1038,0.433,449,0.376,390,0.826,322,92,75,2806,4.2,3.3,78,5.9,252,18.5,1380,1288,1.1,54,san-diego-state,0.395,410,0.39,160,8.9,409,0.564,14.7,210,628,0.46,289,27.4,7.9,0.112,76
trey-pulliam-1,23.2,184,0.2,3,2.5,,3.2,10.4,136,3.2,0.456,374,0.42,157,0.19,71,0.634,45,67,34,1511,-0.7,2.2,28,1.5,118,12.4,386,446,2.6,66,san-diego-state,0.233,87,0.31,27,6.4,164,0.473,16.4,80,287,0.453,130,16.9,4.8,0.126,75
lamont-butler-1,22.3,57,0.5,2,1.9,,4.3,12.9,58,1.4,0.473,149,0.416,62,0.47,70,0.686,48,35,7,515,-2.4,1.2,5,0.3,67,14.5,189,193,4.4,38,san-diego-state,0.322,48,0.354,17,7.1,63,0.519,21.9,51,101,0.446,45,23.6,1.7,0.134,72
nathan-mensah-1,5.5,46,8.8,116,4.6,,3.5,21.9,324,4.3,0.57,383,0.569,218,0.53,203,0.626,127,82,67,1679,1.1,12.4,177,3.9,217,21,564,579,1.4,40,san-diego-state,0.013,5,0.2,1,17.3,501,0.588,14.5,81,378,0.574,217,17.3,8.2,0.196,82
keshad-johnson-1,9.2,27,3.8,16,2.5,,2.3,19.8,99,1.4,0.489,138,0.449,62,0.529,73,0.521,38,49,7,574,0.2,9.4,45,0.8,53,15.6,173,185,1.6,15,san-diego-state,0.319,44,0.25,11,14.7,144,0.501,14,28,94,0.543,51,18.3,2.2,0.156,79
keith-dinwiddiejr-1,11.1,6,0,0,5,,2.4,4,5,0.3,0.518,55,0.382,21,0.036,2,1,2,14,0,136,2.6,0.9,1,0.2,7,14.4,59,48,2.2,5,san-diego-state,0.727,40,0.375,15,2.5,6,0.527,8.2,5,15,0.4,6,23.3,0.4,0.13,72
chad-baker-mazara-1,5.6,2,7,5,-1.4,,3.3,15.9,11,0.2,0.22,25,0.2,5,0.44,11,0.909,10,7,0,73,-4.8,1.6,1,-0.1,6,8,21,20,1.6,2,san-diego-state,0.36,9,0.111,1,9,12,0.347,9,3,16,0.25,4,23.6,0.1,0.062,79
aguek-arop-1,9.7,52,3.2,26,2.9,,3.2,10.6,95,2.1,0.496,231,0.481,111,0.316,73,0.534,39,78,8,1013,-0.3,11.6,99,1.1,124,14.1,268,305,2.6,44,san-diego-state,0.165,38,0.184,7,11.1,194,0.504,18.4,60,193,0.539,104,16.6,3.2,0.125,78
adam-seiko-1,9.3,75,0.1,1,1.4,,2.2,9.3,113,2.3,0.529,222,0.383,85,0.279,62,0.774,48,93,9,1394,-0.8,1.1,13,1.4,97,8.8,283,278,1.6,37,san-diego-state,0.829,184,0.353,65,5.3,126,0.563,16.3,49,38,0.526,20,11.2,3.8,0.108,75
joshua-tomaic-1,5.6,27,3.8,28,2.1,,2.4,13,104,1.7,0.564,163,0.521,85,0.405,66,0.652,43,97,4,909,-0.3,9.5,71,1.4,124,13.1,227,237,1.1,17,san-diego-state,0.313,51,0.275,14,11.3,175,0.584,17.8,42,112,0.634,71,13.5,3.1,0.136,81
tahirou-diabate-1,3,21,5,75,-3.2,,-0.1,17.2,263,2.2,0.549,507,0.546,277,0.464,235,0.54,127,99,70,1721,-3.1,9.3,134,1.1,258,16,684,642,1.8,55,san-diego-state,0.016,8,0.375,3,13.4,397,0.553,18.8,143,499,0.549,274,23.2,3.3,0.077,81
cade-alger-1,0,0,0,0,5.8,,1.4,0,0,0,0.556,9,0.556,5,0.556,5,0.6,3,10,0,21,4.4,11.3,2,0,2,28.5,13,9,5.6,2,san-diego-state,0.222,2,0,0,5.6,2,0.571,8.1,1,7,0.714,5,30.7,0.1,0.17,81
jared-barnett-1,29.7,6,0,0,-1.9,,7.7,6.4,2,0.1,0.273,11,0.273,3,0.182,2,0.5,1,20,0,37,-9.6,0,0,-0.1,6,2.5,7,10,6.5,4,san-diego-state,0.091,1,0,0,3.2,2,0.293,29.5,5,10,0.3,3,24.1,0,-0.023,73
triston-broughton-1,0,0,0,0,-17.4,,-1.9,0,0,0,,1,0,0,0,0,,0,5,0,5,-15.5,0,0,0,1,-12.3,0,0,0,0,san-diego-state,0,0,,0,0,0,,0,0,1,0,0,10.4,0,-0.1,76
tyler-broughton-1,31.3,1,0,0,-14.5,,-6.5,0,0,0,,1,0,0,0,0,,0,5,0,5,-8,23,1,0,0,-4.3,0,1,0,0,san-diego-state,0,0,,0,11,1,,50,1,1,0,0,20.8,0,-0.148,76
che-evans-1,9,2,0,0,-7,,1.3,11.5,4,0.1,0.294,17,0.235,4,0.118,2,0.5,1,10,0,41,-8.3,2.9,1,-0.1,5,2,11,11,4.4,3,san-diego-state,0.529,9,0.222,2,7.2,5,0.306,14.3,3,8,0.25,2,26.6,0,-0.018,77
jaedon-ledee-1,3.6,15,2.7,21,0.9,,0.8,15.9,118,1.2,0.495,182,0.495,90,0.857,156,0.718,112,79,3,870,0.1,13.9,103,2.2,150,17.7,292,303,1.6,23,texas-christian,0.038,7,0,0,14.9,221,0.57,12.9,38,175,0.514,90,17.6,3.4,0.154,81
jase-townsend-1,14.7,161,0.2,3,-1.6,,-2.3,14.7,301,1.5,0.499,962,0.425,409,0.269,259,0.83,215,85,63,2430,0.6,1.4,28,4.2,184,16.8,1176,1095,1.4,60,san-diego,0.411,395,0.362,143,8,329,0.542,12.8,159,567,0.469,266,26.1,5.7,0.093,75
marcellus-earlington-1,7,44,2.1,24,3.1,,0.8,18.2,211,2.2,0.506,538,0.454,244,0.178,96,0.604,58,82,13,1274,2.3,9.4,118,2.3,160,19.3,602,561,2.4,56,san-diego,0.279,150,0.373,56,13.7,329,0.516,10.4,68,388,0.485,188,24.3,4.5,0.14,78
joey-calcaterra-1,12.7,113,0.8,14,0.6,,0.4,10.6,168,2.1,0.483,604,0.404,244,0.237,143,0.825,118,84,55,1873,0.2,0.6,10,1.9,116,12.9,701,645,1.7,55,san-diego,0.429,259,0.367,95,5.5,178,0.522,13.1,101,345,0.432,149,20.9,4,0.085,75
terrell-brown-5,3.8,38,10.4,201,0.8,,2.7,15.3,298,3.5,0.453,523,0.447,234,0.377,197,0.65,128,126,54,2174,-1.9,10,193,1.4,258,14.9,602,614,0.9,33,san-diego,0.071,37,0.162,6,12.7,491,0.488,15.8,116,486,0.469,228,17.3,4.9,0.09,82
vladimir-pinchuk-1,5.3,36,3,38,-1.5,,0.2,15.8,176,1.5,0.534,251,0.534,134,0.566,142,0.528,75,84,34,1288,-1.7,8,95,1.5,150,12.6,343,355,1.1,25,san-diego,0,0,,0,11.8,271,0.539,14.5,54,251,0.534,134,14.1,3,0.092,83
josh-parrish-1,12.4,105,1.8,29,0.4,,0.3,11.8,185,1.8,0.593,416,0.579,241,0.483,201,0.607,122,94,45,1754,0.2,5.4,86,3.2,168,16.2,615,600,1.9,60,san-diego,0.111,46,0.239,11,8.6,271,0.601,17.2,106,370,0.622,230,17.5,4.9,0.112,76
bryce-monroe-1,22.4,101,0.1,1,-5.5,,-2.5,6.5,48,1.2,0.422,288,0.365,105,0.313,90,0.844,76,36,8,800,-3,0.8,6,0.4,74,9.8,319,331,1.2,17,san-diego,0.344,99,0.333,33,3.7,54,0.482,19.9,82,189,0.381,72,24.3,1.6,0.082,71
tj-berger-1,11.3,10,0.6,1,1.9,,2.6,6.2,10,0.3,0.59,39,0.462,18,0.179,7,0.429,3,23,0,169,-0.7,1.4,2,0.3,18,11.6,49,46,1.7,5,san-diego,0.615,24,0.417,10,3.9,12,0.579,12.4,6,15,0.533,8,14.3,0.6,0.136,76
yavuz-gultekin-1,6.3,11,0.6,2,-2.1,,0.1,19.7,63,0.6,0.455,101,0.416,42,0.188,19,0.632,12,36,0,366,-2.2,7.2,23,0.2,29,12.1,104,103,1.6,10,san-diego,0.297,30,0.267,8,13.4,86,0.473,14.1,18,71,0.479,34,17.9,0.7,0.079,79
wayne-mckinneyiii-1,12.5,7,0.9,1,1.6,,5.6,8.8,8,0.3,0.368,19,0.368,7,0.526,10,0.6,6,8,0,96,-4,2.4,2,0,12,8.9,20,22,3.6,6,san-diego,0.211,4,0,0,5.7,10,0.421,17.4,5,15,0.467,7,15.3,0.3,0.111,72
muon-reath-1,0,0,0,0,-22,,-6.6,12.4,2,0,0.75,2,0.5,1,3,6,0.5,3,2,0,17,-15.4,6.8,1,0,2,12,6,6,0,0,san-diego,1,2,0.5,1,9.7,3,0.619,17.1,1,0,,0,17.6,0.1,0.165,80
dominic-muncey-1,0,0,0,0,-7.9,,-2.2,0,0,0,,0,,0,,2,1,2,2,0,5,-5.7,0,0,0,0,22.4,2,2,0,0,san-diego,,0,,0,0,0,1.053,0,0,0,,0,9.7,0,0.338,72
